id	string
1811210	u,Посыльный, передай это на Базу Альянса Кецеруса! Пусть готовят все необходимое для схватки с Истхиной!\0
1811211	u,Посыльный, передай это на Базу Альянса Кецеруса!  Пусть ведут атаки до тех пор, пока не разрушат убежище Истхины окончательно!\0
1811212	u,Посыльный, передай это на Базу Альянса Кецеруса! Даже если в борьбе придется отступить, поставка материалов не должна быть прекращена.\0
1811213	u,Странник, пришедший ко мне на помощь, примите силу Гигантов - и в бой!\0
1811214	u,Я не слишком силен, но постараюсь помочь Вам.\0
1811215	u,Если спасете меня - получите еще большую силу.\0
1811216	u,Если сниму печати Гиганта... Его сила станет моей…\0
1811217	u,Не подходи!\0
1600025	u,Берегитесь электропотока!\0
1811218	u,Вас призвали путешествующие сквозь измерения.\0
24401	u,Следуйте за мной\0
24402	u,Следуйте за мной (в процессе)\0
24403	u,Следуйте за мной (завершено)\0
24404	u,Следуйте за мной\0
24411	u,Следуйте за мной (ассистент)\0
24501	u,Подойдите ко мне\0
24502	u,Подойдите ко мне (в процессе)\0
24503	u,Подойдите ко мне (завершено)\0
24504	u,Подойдите ко мне\0
24511	u,Подойдите ко мне (ассистент)\0
531601	u,Нетленные воспоминания о прошлом\0
531602	u,Нетленные воспоминания о прошлом (в процессе)\0
531603	u,Нетленные воспоминания о прошлом (завершено)\0
531604	u,Нетленные воспоминания о прошлом\0
531501	u,К месту ссылки предателя...\0
531502	u,К месту ссылки предателя… (в процессе)\0
531503	u,К месту ссылки предателя… (завершено)\0
531504	u,К месту ссылки предателя…\0
46501	u,Мы - друзья\0
46502	u,Мы - друзья (в процессе)\0
46503	u,Мы - друзья (завершено)\0
46504	u,Мы - друзья\0
530101	u,Тень страха, темно-красный туман\0
530102	u,Тень страха, темно-красный туман (в процессе)\0
530103	u,Тень страха, темно-красный туман (завершено)\0
530104	u,Тень страха, темно-красный туман\0
532101	u,Статус Рейнджера\0
532102	u,Статус Рейнджера (в процессе)\0
532103	u,Статус Рейнджера (завершено)\0
532104	u,Статус Рейнджера\0
532001	u,На центральную площадь\0
532002	u,На центральную площадь (в процессе)\0
532003	u,На центральную площадь (завершено)\0
532004	u,На центральную площадь\0
532201	u,В поисках чудодейственной энергии\0
532202	u,В поисках чудодейственной энергии (в процессе)\0
532203	u,В поисках чудодейственной энергии (завершено)\0
532204	u,В поисках чудодейственной энергии\0
532301	u,От практики  к действию!\0
532302	u,От практики  к действию! (в процессе)\0
532303	u,От практики  к действию! (завершено)\0
532304	u,От практики  к действию!\0
532401	u,Встреча с Галлинтом\0
532402	u,Встреча с Галлинтом (в процессе)\0
532403	u,Встреча с Галлинтом (завершено)\0
532404	u,Встреча с Галлинтом\0
532601	u,Уважьте старика!\0
532602	u,Уважьте старика! (в процессе)\0
532603	u,Уважьте старика! (завершено)\0
532604	u,Уважьте старика!\0
532701	u,Ищущий книгу Гигантов\0
532702	u,Ищущий книгу Гигантов (в процессе)\0
532703	u,Ищущий книгу Гигантов (завершено)\0
532704	u,Ищущий книгу Гигантов\0
532801	u,Просьба запечатать Часть Древнего Зла\0
532802	u,Просьба запечатать Часть Древнего Зла (в процессе)\0
532803	u,Просьба запечатать Часть Древнего Зла (завершено)\0
532804	u,Просьба запечатать Часть Древнего Зла\0
532901	u,Поддержка Рейнджеров\0
532902	u,Поддержка Рейнджеров (в процессе)\0
532903	u,Поддержка Рейнджеров (завершено)\0
532904	u,Поддержка Рейнджеров\0
533201	u,Опасный путь\0
533202	u,Опасный путь (в процессе)\0
533203	u,Опасный путь (завершено)\0
533204	u,Опасный путь\0
533101	u,Начало судьбы\0
533102	u,Начало судьбы (в процессе)\0
533103	u,Начало судьбы (завершено)\0
533104	u,Начало судьбы\0
534101	u,Роковой день - судьба Людей\0
534102	u,Роковой день - судьба Людей (в процессе)\0
534103	u,Роковой день - судьба Людей (завершено)\0
534104	u,Роковой день - судьба Людей\0
534201	u,Роковой день - судьба Эльфов\0
534202	u,Роковой день - судьба Эльфов (в процессе)\0
534203	u,Роковой день - судьба Эльфов (завершено)\0
534204	u,Роковой день - судьба Эльфов\0
534301	u,Роковой день - судьба Темных Эльфов\0
534302	u,Роковой день - судьба Темных Эльфов (в процессе)\0
534303	u,Роковой день - судьба Темных Эльфов (завершено)\0
534304	u,Роковой день - судьба Темных Эльфов\0
534401	u,Роковой день - судьба Орков\0
534402	u,Роковой день - судьба Орков (в процессе)\0
534403	u,Роковой день - судьба Орков (завершено)\0
534404	u,Роковой день - судьба Орков\0
534501	u,Роковой день - судьба Гномов\0
534502	u,Роковой день - судьба Гномов (в процессе)\0
534503	u,Роковой день - судьба Гномов (завершено)\0
534504	u,Роковой день - судьба Гномов\0
534601	u,Роковой день - судьба Камаэль\0
534602	u,Роковой день - судьба Камаэль (в процессе)\0
534603	u,Роковой день - судьба Камаэль (завершено)\0
534604	u,Роковой день - судьба Камаэль\0
535201	u,Наследие Башни Крумы\0
535202	u,Наследие Башни Крумы (в процессе)\0
535203	u,Наследие Башни Крумы (завершено)\0
535204	u,Наследие Башни Крумы\0
48001	u,Еще одно Наследие Башни Крумы\0
48002	u,Еще одно Наследие Башни Крумы (в процессе)\0
48003	u,Еще одно Наследие Башни Крумы (завершено)\0
48004	u,Еще одно Наследие Башни Крумы\0
48101	u,Помогающий тени\0
48102	u,Помогающий тени (в процессе)\0
48103	u,Помогающий тени (завершено)\0
48104	u,Помогающий тени\0
45901	u,Траджан, нечисть Подземелья Рудника\0
45902	u,Траджан, нечисть Подземелья Рудника (в процессе)\0
45903	u,Траджан, нечисть Подземелья Рудника (завершено)\0
45904	u,Траджан, нечисть Подземелья Рудника\0
46001	u,Редкие материалы для исследований\0
46002	u,Редкие материалы для исследований (в процессе)\0
46003	u,Редкие материалы для исследований (завершено)\0
46004	u,Редкие материалы для исследований\0
46201	u,Чучела древних героев\0
46202	u,Чучела древних героев (в процессе)\0
46203	u,Чучела древних героев (завершено)\0
46204	u,Чучела древних героев\0
48201	u,Повторное подтверждение квалификации\0
48202	u,Повторное подтверждение квалификации (в процессе)\0
48203	u,Повторное подтверждение квалификации (завершено)\0
48204	u,Повторное подтверждение квалификации\0
48301	u,Продуманная операция\0
48302	u,Продуманная операция (в процессе)\0
48303	u,Продуманная операция (завершено)\0
48304	u,Продуманная операция\0
531701	u,Ведьма Орбиса\0
531702	u,Ведьма Орбиса(в процессе)\0
531703	u,Ведьма Орбиса(завершено)\0
531704	u,Ведьма Орбиса\0
531801	u,Растлевающая тьма\0
531802	u,Растлевающая тьма(в процессе)\0
531803	u,Растлевающая тьма(завершено)\0
531804	u,Растлевающая тьма\0
535101	u,Хозяин храма\0
535102	u,Хозяин храма (в процессе)\0
535103	u,Хозяин храма (завершено)\0
535104	u,Хозяин храма\0
535001	u,Матерь Уродцев\0
535002	u,Матерь Уродцев (в процессе)\0
535003	u,Матерь Уродцев (завершено)\0
535004	u,Матерь Уродцев\0
535301	u,Подтверждение квалификации\0
535302	u,Подтверждение квалификации (в процессе)\0
535303	u,Подтверждение квалификации (завершено)\0
535304	u,Подтверждение квалификации\0
533301	u,Исчезнувший Сакум\0
533302	u,Исчезнувший Сакум (в процессе)\0
533303	u,Исчезнувший Сакум (завершено)\0
533304	u,Исчезнувший Сакум\0
533401	u,Осмотр холма Ветряных Мельниц\0
533402	u,Осмотр холма Ветряных Мельниц (в процессе)\0
533403	u,Осмотр холма Ветряных Мельниц (завершено)\0
533404	u,Осмотр Холма Ветряных Мельниц\0
533501	u,Выследить Сакума\0
533502	u,Выследить Сакума (в процессе)\0
533503	u,Выследить Сакума (завершено)\0
533504	u,Выследить Сакума\0
533601	u,Канилов, порождение Сакума\0
533602	u,Канилов, порождение Сакума (в процессе)\0
533603	u,Канилов, порождение Сакума (завершено)\0
533604	u,Канилов, порождение Сакума\0
533701	u,Влияние Сакума\0
533702	u,Влияние Сакума (в процессе)\0
533703	u,Влияние Сакума (завершено)\0
533704	u,Влияние Сакума\0
46601	u,Прилагая свои скромные усилия\0
46602	u,Прилагая свои скромные усилия (в процессе)\0
46603	u,Прилагая свои скромные усилия (завершено)\0
46604	u,Прилагая свои скромные усилия\0
530201	u,Тень Беспокойства, Беззвучные Слухи\0
530202	u,Тень Беспокойства, Беззвучные Слухи (в процессе)\0
530203	u,Тень Беспокойства, Беззвучные Слухи (завершено)\0
530204	u,Тень Беспокойства, Беззвучные Слухи\0
530501	u,Бесконечные тщетные усилия\0
530502	u,Бесконечные тщетные усилия (в процессе)\0
530503	u,Бесконечные тщетные усилия (завершено)\0
530504	u,Бесконечные тщетные усилия\0
530601	u,Падший лидер\0
530602	u,Падший лидер (в процессе)\0
530603	u,Падший лидер (завершено)\0
530604	u,Падший лидер\0
530701	u,Падший лидер и правда о нем\0
530702	u,Падший лидер и правда о нем (в процессе)\0
530703	u,Падший лидер и правда о нем (завершено)\0
530704	u,Падший лидер и правда о нем\0
532501	u,В поисках новых сил\0
532502	u,В поисках новых сил (в процессе)\0
532503	u,В поисках новых сил (завершено)\0
532504	u,В поисках новых сил\0
536101	u,Роль Рейнджера\0
536102	u,Роль Рейнджера (в процессе)\0
536103	u,Роль Рейнджера (завершено)\0
536104	u,Роль Рейнджера\0
47801	u,Кошмар Гномов\0
47802	u,Кошмар Гномов (в процессе)\0
47803	u,Кошмар Гномов (завершено)\0
47804	u,Кошмар Гномов\0
47901	u,Уничтожение кладки Траскена\0
47902	u,Уничтожение кладки Траскена (в процессе)\0
47903	u,Уничтожение кладки Траскена (завершено)\0
47904	u,Уничтожение кладки Траскена\0
536201	u,Путь Рейнджера\0
536202	u,Путь Рейнджера (в процессе)\0
536203	u,Путь Рейнджера (завершено)\0
536204	u,Путь Рейнджера\0
536301	u,Просьба Рейнджера\0
536302	u,Просьба Рейнджера (в процессе)\0
536303	u,Просьба Рейнджера (завершено)\0
536304	u,Просьба Рейнджера\0
536401	u,Долг Рейнджера\0
536402	u,Долг Рейнджера (в процессе)\0
536403	u,Долг Рейнджера (завершено)\0
536404	u,Долг Рейнджера\0
550101	u,Плащ с вышитой душой - 1 (Закен)\0
550102	u,Плащ с вышитой душой - 1 (Закен) (в процессе)\0
550103	u,Плащ с вышитой душой - 1 (Закен) (завершено)\0
550104	u,Плащ с вышитой душой - 1 (Закен)\0
550201	u,Плащ с вышитой душой - 2 (Фрея)\0
550202	u,Плащ с вышитой душой - 2 (Фрея) (в процессе)\0
550203	u,Плащ с вышитой душой - 2 (Фрея) (завершено)\0
550204	u,Плащ с вышитой душой - 2 (Фрея)\0
550301	u,Плащ с вышитой душой - 3 (Фринтеза)\0
550302	u,Плащ с вышитой душой - 3 (Фринтеза) (в процессе)\0
550303	u,Плащ с вышитой душой - 3 (Фринтеза) (завершено)\0
550304	u,Плащ с вышитой душой -3 (Фринтеза)\0
536501	u,Охрана Рейнджера\0
536502	u,Охрана Рейнджера (в процессе)\0
536503	u,Охрана Рейнджера (завершено)\0
536504	u,Охрана Рейнджера\0
533001	u,К Руинам Эсагира\0
533002	u,К Руинам Эсагира (в процессе)\0
533003	u,К Руинам Эсагира (завершено)\0
533004	u,К Руинам Эсагира\0
47101	u,В Перламутровый Зал\0
47102	u,В Перламутровый Зал (в процессе)\0
47103	u,В Перламутровый Зал (завершено)\0
47104	u,В Перламутровый Зал\0
47201	u,Испытание, Огненный Коридор\0
47202	u,Испытание, Огненный Коридор (в процессе)\0
47203	u,Испытание, Огненный Коридор (завершено)\0
47204	u,Испытание, Огненный Коридор\0
47301	u,Коралловый Сад\0
47302	u,Коралловый Сад (в процессе)\0
47303	u,Коралловый Сад (завершено)\0
47304	u,Коралловый Сад\0
18001	u,Пламя Ада в Кристальной Тюрьме\0
18002	u,Пламя Ада в Кристальной Тюрьме (в процессе)\0
18003	u,Пламя Ада в Кристальной Тюрьме (завершено)\0
18004	u,Пламя Ада в Кристальной Тюрьме\0
18101	u,Реванш Демонов, низвержение Валлока\0
18102	u,Реванш Демонов, низвержение Валлока (в процессе)\0
18103	u,Реванш Демонов, низвержение Валлока (завершено)\0
18104	u,Реванш Демонов, низвержение Валлока\0
533801	u,Преодолеть Рок\0
533802	u,Преодолеть Рок (в процессе)\0
533803	u,Преодолеть Рок (завершено)\0
533804	u,Преодолеть Рок\0
17701	u,Начало новой судьбы\0
17702	u,Начало новой судьбы (в процессе)\0
17703	u,Начало новой судьбы (завершено)\0
17704	u,Начало новой судьбы\0
530301	u,Пересечение света и тьмы\0
530302	u,Пересечение света и тьмы (в процессе)\0
530303	u,Пересечение света и тьмы (завершено)\0
530304	u,Пересечение света и тьмы\0
536601	u,Осмотр развалин\0
536602	u,Осмотр развалин (в процессе)\0
536603	u,Осмотр развалин (завершено)\0
536604	u,Осмотр развалин\0
531201	u,Брошенные существа\0
531202	u,Брошенные существа (в процессе)\0
531203	u,Брошенные существа (завершено)\0
531204	u,Брошенные существа\0
531101	u,Отдых закончился\0
531102	u,Отдых закончился (в процессе)\0
531103	u,Отдых закончился (завершено)\0
531104	u,Отдых закончился\0
531001	u,Вывернутая ось сотворения мира\0
531002	u,Вывернутая ось сотворения мира (в процессе)\0
531003	u,Вывернутая ось сотворения мира (завершено)\0
531004	u,Вывернутая ось сотворения мира\0
529901	u,Самостоятельность\0
529902	u,Самостоятельность (в процессе)\0
529903	u,Самостоятельность (завершено)\0
529904	u,Самостоятельность\0
530001	u,Нашествие разбойников\0
530002	u,Нашествие разбойников (в процессе)\0
530003	u,Нашествие разбойников (завершено)\0
530004	u,Нашествие разбойников\0
530801	u,На долгую память \0
530802	u,На долгую память (в процессе)\0
530803	u,На долгую память (завершено)\0
530804	u,На долгую память\0
46701	u,Ведущий и ведомый\0
46702	u,Ведущий и ведомый (в процессе)\0
46703	u,Ведущий и ведомый (завершено)\0
46704	u,Ведущий и ведомый\0
47001	u,Страж Святыни\0
47002	u,Страж Святыни (в процессе)\0
47003	u,Страж Святыни (завершено)\0
47004	u,Страж Святыни\0
47401	u,В ожидании лета\0
47402	u,В ожидании лета (в процессе)\0
47403	u,В ожидании лета (завершено)\0
47404	u,В ожидании лета\0
530901	u,Загадочное письмо\0
530902	u,Загадочное письмо (в процессе)\0
530903	u,Загадочное письмо (завершено)\0
530904	u,Загадочное письмо\0
47501	u,Во славу жертв\0
47502	u,Во славу жертв (в процессе)\0
47503	u,Во славу жертв (завершено)\0
47504	u,Во славу жертв\0
47601	u,Стандартные обязанности\0
47602	u,Стандартные обязанности (в процессе)\0
47603	u,Стандартные обязанности (завершено)\0
47604	u,Стандартные обязанности\0
47701	u,Пробудившиеся вновь\0
47702	u,Пробудившиеся вновь (в процессе)\0
47703	u,Пробудившиеся вновь (завершено)\0
47704	u,Пробудившиеся вновь\0
48501	u,Полезный источник\0
48502	u,Полезный источник (в процессе)\0
48503	u,Полезный источник(завершено)\0
48504	u,Полезный источник\0
48601	u,Обещание долго жить\0
48602	u,Обещание долго жить (в процессе)\0
48603	u,Обещание долго жить (завершено)\0
48604	u,Обещание долго жить\0
48701	u,Раскрытый секрет\0
48702	u,Раскрытый секрет (в процессе)\0
48703	u,Раскрытый секрет (завершено)\0
48704	u,Раскрытый секрет\0
48801	u,Трепетная забота\0
48802	u,Трепетная забота (в процессе)\0
48803	u,Трепетная забота (завершено)\0
48804	u,Трепетная забота\0
48901	u,Здесь не ступала нога человека\0
48902	u,Здесь не ступала нога человека (в процессе)\0
48903	u,Здесь не ступала нога человека (завершено)\0
48904	u,Здесь не ступала нога человека\0
90101	u,Управление Лавазавром\0
90102	u,Управление Лавазавром (в процессе)\0
90103	u,Управление Лавазавром (завершено)\0
90104	u,Управление Лавазавром\0
550401	u,Сфера Дракона Земли\0
550402	u,Сфера Дракона Земли (в процессе)\0
550403	u,Сфера Дракона Земли (завершено)\0
550404	u,Сфера Дракона Земли\0
90301	u,Зов Дракона Земли\0
90302	u,Зов Дракона Земли (в процессе)\0
90303	u,Зов Дракона Земли (завершено)\0
90304	u,Зов Дракона Земли\0
90401	u,Доказательство охоты на дракона - Дракон Земли\0
90402	u,Доказательство охоты на дракона - Дракон Земли (в процессе)\0
90403	u,Доказательство охоты на дракона - Дракон Земли (завершено)\0
90404	u,Доказательство охоты на дракона - Дракон Земли\0
90501	u,Очищенная кровь Дракона\0
90502	u,Очищенная кровь Дракона (в процессе)\0
90503	u,Очищенная кровь Дракона (завершено)\0
90504	u,Очищенная кровь Дракона\0
90601	u,Зов Дракона Огня\0
90602	u,Зов Дракона Огня (в процессе)\0
90603	u,Зов Дракона Огня (завершено)\0
90604	u,Зов Дракона Огня\0
90701	u,Доказательство охоты на дракона - Дракон Огня\0
90702	u,Доказательство охоты на дракона - Дракон Огня (в процессе)\0
90703	u,Доказательство охоты на дракона - Дракон Огня (завершено)\0
90704	u,Доказательство охоты на дракона - Дракон Огня\0
550501	u,Сфера Дракона Огня\0
550502	u,Сфера Дракона Огня (в процессе)\0
550503	u,Сфера Дракона Огня (завершено)\0
550504	u,Сфера Дракона Огня\0
534001	u,Сила воскресшего Гиганта\0
534002	u,Сила воскресшего Гиганта (в процессе)\0
534003	u,Сила воскресшего Гиганта (завершено)\0
534004	u,Сила воскресшего Гиганта\0
535801	u,Послов, порождение Сакума, Послов\0
535802	u,Послов, порождение Сакума, Послов (в процессе)\0
535803	u,Послов, порождение Сакума, Послов (завершено)\0
535804	u,Послов, порождение Сакума\0
14901	u,Истхина, Мать Упадка\0
14902	u,Истхина, Мать Упадка (в процессе)\0
14903	u,Истхина, Мать Упадка (завершено)\0
14904	u,Истхина, Мать Упадка\0
15001	u,Экстремальный Вызов, воскресшая Мать Упадка\0
15002	u,Экстремальный Вызов, воскресшая Мать Упадка (в процессе)\0
15003	u,Экстремальный Вызов, воскресшая Мать Упадка (завершено)\0
15004	u,Экстремальный Вызов, воскресшая Мать Упадка\0
534701	u,Семь Печатей, Разрушение началось\0
534702	u,Семь Печатей, Разрушение началось (в процессе)\0
534703	u,Семь Печатей, Разрушение началось (завершено)\0
534704	u,Семь Печатей, Разрушение началось\0
534801	u,Семь Печатей, Тень поглотившая Луну\0
534802	u,Семь Печатей, Тень поглотившая Луну (в процессе)\0
534803	u,Семь Печатей, Тень поглотившая Луну (завершено)\0
534804	u,Семь Печатей, Тень поглотившая Луну\0
534901	u,Семь Печатей, Сумрачный рассвет\0
534902	u,Семь Печатей, Сумрачный рассвет (в процессе)\0
534903	u,Семь Печатей, Сумрачный рассвет (завершено)\0
534904	u,Семь Печатей, Сумрачный рассвет\0
535901	u,Следы Сакума\0
535902	u,Следы Сакума (в процессе)\0
535903	u,Следы Сакума (завершено)\0
535904	u,Следы Сакума\0
46801	u,Вслед за неизвестным запахом\0
46802	u,Вслед за неизвестным запахом (в процессе)\0
46803	u,Вслед за неизвестным запахом (завершено)\0
46804	u,Вслед за неизвестным запахом\0
46901	u,Незнакомый садовник\0
46902	u,Незнакомый садовник (в процессе)\0
46903	u,Незнакомый садовник (завершено)\0
46904	u,Незнакомый садовник\0
536001	u,Путь Судьбы\0
536002	u,Путь Судьбы (в процессе)\0
536003	u,Путь Судьбы (завершено)\0
536004	u,Путь Судьбы\0
536701	u,Начало новой судьбы\0
536702	u,Начало новой судьбы (в процессе)\0
536703	u,Начало новой судьбы (завершено)\0
536704	u,Начало новой судьбы\0
90201	u,Начало новой битвы\0
90202	u,Начало новой битвы (в процессе)\0
90203	u,Начало новой битвы(завершено)\0
90204	u,Начало новой битвы\0
536801	u,Восстание монстров\0
536802	u,Восстание монстров (в процессе)\0
536803	u,Восстание монстров (завершено)\0
536804	u,Восстание монстров\0
50853	u,Шилен.. За что нам такое испытание....\0
50854	u,Шилен оставила нас... Всех темных Эльфов бросила. Но мы сделаем то, что должны.\0
50855	u,Предсказания Книги Откровения сбудутся…\0
50856	u,Кровавый дождь... Гнойные облака...Смерть уже совсем близко.\0
50857	u,Аааааааа....\0
50858	u,Дайте ей крови Темных Эльфов... И Богиня Разрушения... Проснется.\0
50859	u,Судя по предсказанию, раса Темных Эльфов будет страдать до конца…\0
50860	u,Все, кто остался в живых! Скорее! Нужно уходить! Смерть приближается!\0
50861	u,Жертва... Темных Эльфов… Для Богини Разрушения… Ааааааа…\0
1811219	u,Выходя за пределы своей локации, Траджан призывает к себе своих воинов. \0
1811220	u,Траджан призвал воинов.\0
1811221	u,Мои славные Гнойные Черви, ползите в болоту!\0
1811222	u,Я вам еще помогу!\0
1811223	u,Кхе-кхе... У меня не хватает сил совладать с Устройством управления Печатями. Помогите мне защитить его.\0
1600026	u,Для быстрого роста Вы должны выполнить задание.\0
1811224	u,$s1, за успешную охоту на злых духов Алтаря Вам добавляется опыт.\0
1811225	u,Вас призывает Монарх Огня Кекеи.\0
1811226	u,Через 1 минуту устройство по снятию печатей выйдет из строя.\0
1811227	u,Осталось 50 сек.\0
1811228	u,Осталось 40 сек.\0
1811229	u,Осталось 30 сек.\0
1811230	u,Осталось 20 сек.\0
1811231	u,Осталось 10 сек.\0
1811232	u,5 сек.\0
1811233	u,4 сек.\0
1811234	u,3 сек.\0
1811235	u,2 сек.\0
1811236	u,1 сек.\0
1811237	u,Во время Осады телепорт недоступен.\0
1811238	u,Во время Битвы за Земли телепорт недоступен.\0
1811239	u,Во время групповых сражений телепорт недоступен.\0
1811240	u,Во время сражений во временных зонах телепорт недоступен.\0
1811241	u,В Подземелье телепорт не доступен.\0
1600027	u,Помощник Новичков наделил Вас вспомогательной магией, $s1.\0
1811242	u,Запасы Зарядов Души не пополнены.\0
1811243	u,Говорящий Остров невероятно красив.\0
1811244	u,Потрясающе!\0
1811245	u,Я Алхимик...\0
1811246	u,Покажите мне дорогу к Материку Аден.\0
1811247	u,Стоит ли использовать оружие?\0
1811248	u,Я собрал Заряды Духа!\0
1811249	u,Когда же это все пополнить?\0
1811250	u,Каждая раса приложила все свои усилия.\0
1811251	u,Удивительно, как весь Говорящий Остров поднялся на ноги.\0
1811252	u,Каждая раса приложила усилия к восстановлению деревни.\0
1811253	u,Ух ты!\0
1811254	u,Мужчины не дают покоя женщинам.\0
1811255	u,Если появишься на Основной Арене - прольешь кровавые слезы.\0
1811256	u,На Основной Арене можно получить дополнительные предметы.\0
1811257	u,Молодых в последнее время много…\0
1811258	u,Я тоже, бывало…\0
1811259	u,Паром из Гирана не пришел. Обычное дело…\0
1811260	u,Девушка, проходите.\0
1811261	u,Ух!.. Можно статую лить…\0
1811262	u,Сюда!!!\0
1600028	u,Побеждает тот, кто первыми доберется до Руин Эсагира.\0
1600029	u,Поздравляем!! Вы победили!\0
1600030	u,Жаль... Попробуйте еще раз.\0
1811263	u,У-уф!!\0
1811264	u,Я все расскажу. Следуйте за мной.\0
1811265	u,Сюда, ребята, быстрее!\0
1811266	u,Кажется, Кекеи дал добро.\0
1811267	u,Если отправляетесь на Руины Эсагира, Вам непременно понадобится Кукуру.\0
1811268	u,Я уже сказал тому сквайру - Вы поедете на Кукуру.\0
1811269	u,Ступайте осторожно.\0
1811270	u,Прибыв на Руины Эсагира, откройте карту.\0
1811271	u,Надеюсь, Вы не попадете в район, не указанный на карте.\0
1811272	u,Осмотревшись, отправляйтесь к рекрутам у входа в лес.\0
1811273	u,Вот и все мои указания.\0
1811274	u,Испытайте силу новобранцев!\0
1811275	u,Так просто отдавать свою жизнь… Правда страшно!\0
1811276	u,В одного? Тогда результат очевиден...\0
1811277	u,Мои воины такие же назойливые, как Ваши...\0
1811278	u,Что вам от меня нужно! Мои воины отомстят!\0
1811279	u,Заказ должен быть выполнен... Мои двойники будут кричать от боли... \0
1811280	u,Отправьте меня с моими воинами спать!\0
1811281	u,Плохое первое приветствие. Попробуйте нагрубить.\0
1811282	u,Неожиданно... Еще раз?\0
1811283	u,Шилен...\0
1811284	u,Это опасно. Соберите группу.\0
1811285	u,В конце концов Богиня пробудилась ото сна...\0
1811286	u,Спящие герои нас оставили....\0
1811287	u,В останках появятся такие создания...\0
1811288	u,Не приближайтесь к деревне!!!\0
1811289	u,И вот Семь Печатей...\0
1811290	u,Если не отнимут ее силы...\0
1811291	u,Те, кто обошел судьбу... И те, кто следует ей...\0
1811292	u,Цыплята... Ха-ха-хах!!!\0
1811293	u,Так больно…\0
1811294	u,Грандиозное путешествие началось.\0
10338036	u,Сила древних Гигантов разливается во всему телу.\0
10338037	u,Наполняясь силой, Вы также получаете новые умения.\0
1811295	u,Ну все! Посмотрели - и хватит...\0
1811296	u,Истхина, я иду к тебе.\0
1811297	u,Вы не можете оседлать Кукуру сейчас.\0
1717800	u,В таком состоянии общение с Голосом невозможно.\0
1811298	u,Персонаж $s1 получил официальное приветствие.\0
1811299	u,Благодарим за разделение скорби с персонажем по имени $s1. \0
1811300	u,Благодарю всех, кто собрался на эту поминальную церемонию. Разделите мою скорбь…\0
1811301	u,Я Зеран! Покажите мне последнее официальное приветствие поминальной церемонии!\0
1811302	u,Оставшееся время\0
1811303	u,Побережье, на которое упали реликвии Гигантов, стало чистым.\0
1811304	u,Временами на побережье обнаруживают драгоценные камни Гигантов.\0
1811305	u,Когда стоит хорошая погода, виден материк Аден.\0
1811306	u,В этом месте кажется, что время остановилось.\0
1811307	u,Может быть, деревня тоже в опасности?\0
1811308	u,Обратитесь ко мне, чтобы переместиться на материк Аден.\0
1811309	u,Эй Вы! Не отдохните так далеко!\0
1811310	u,Говорят, что эти герои установили невероятные рекорды на материке Аден.\0
1811311	u,Говорят, что рекорды обновляются каждый месяц.\0
1811312	u,Испытайте себя в гонках на Кукуру!\0
1811313	u,Наша родина полыхает пожарами, постоянно нападают полчища Тьмы.\0
1811314	u,Пожертвуйте мне вещи, необходимые для восстановления нашей родины.\0
1811315	u,Я награжу Вас.\0
1811316	u,Истхина прячется в пространственном разрыве.\0
535701	u,Алтарь Крови, разбудивший Разрушение\0
535702	u,Алтарь Крови, разбудивший Разрушение (в процессе)\0
535703	u,Алтарь Крови, разбудивший Разрушение (завершен)\0
535704	u,Алтарь Крови, разбудивший Разрушение\0
530400	u,Начать задание можно с использования предметов старого свитка\0
530401	u,За Забытых героев\0
530402	u,За Забытых героев (в процессе)\0
530403	u,За Забытых героев (завершено)\0
530404	u,За Забытых героев\0
49001	u,Обязательства Выжившего героя\0
49002	u,Обязательство Выжившего героя (в процессе)\0
49003	u,Обязательство Выжившего героя (завершено)\0
49004	u,Обязательство Выжившего героя\0
1811317	u,Магвен быстро скрывается сразу после стирания конденсата жизненной энергии\0
1811318	u,В случае гибели телепортироваться невозможно\0
1811319	u,Что за нелепость!\0
1811320	u,Как же Вы жалки!\0
1811321	u,Объявился Седжон, демон, разбуженный в Деревне Темных Эльфов.\0
1811322	u,Командир должен быть где-нибудь поблизости.\0
1811323	u,Что за бесцеремонность!\0
1811324	u,У-а-а-а!\0
1811325	u,Хе-хе! Да это же трус!\0
1811326	u,Мои намерения изменились!\0
1811327	u,Мир мрачен не из-за влияния Шилен, а из-за того что мы не умеем веселиться.\0
1811328	u,Господа! Наслаждайтесь же этим временем!\0
1811329	u,Уа-ха-ха! Господа, давайте весело танцевать!\0
1811330	u,Начнем танцевать немедленно.\0
1811331	u,Хо-хо-хо-хо! У меня получается лучше всех.\0
1811332	u,Давайте танцевать.\0
1811333	u,Вы собрали и принесли различные слова? Говорю Вам, что мне нравятся слова "праздник", "поздравления" и "любовь".\0
1811334	u,Господа! Вы готовы танцевать?\0
1811335	u,Мне нравится, как танцует $s1.\0
1811336	u,Что же мне так неловко?..\0
1811337	u,$s1, я разделяю Ваше стеснение.\0
1811338	u,Уа-ха-ха! Я в приподнятом настроении!\0
1811339	u,Поднимите руки!\0
1811340	u,Говорите, достали и принесли смертельно ядовитую траву Тхама? Спасибо, $s1.\0
1811341	u,Достать лекарственное растение Тхама, которое встречается только в Топях Крумы, на Болоте Криков и в зон Кровавых Туманов.\0
1811342	u,Вы достали лекарственное растение Тхама? Я отправлю его Путешественникам вблизи Кардии…\0
