id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
33702	u,Пространственный Сундук с Сокровищами\0	a,	9C	E8	A9	-1
33703	u,Сундук с Сокровищами Судьбы\0	a,	9C	E8	A9	-1
33704	u,Сундук с Сокровищами Судьбы\0	a,	9C	E8	A9	-1
33705	u,Сундук с Сокровищами Судьбы\0	a,	9C	E8	A9	-1
33706	u,Сундук с Сокровищами Судьбы\0	a,	9C	E8	A9	-1
33707	u,Сундук с Сокровищами Удачи\0	a,	9C	E8	A9	-1
33708	u,Сундук с Сокровищами Удачи\0	a,	9C	E8	A9	-1
33709	u,Сундук с Сокровищами Удачи\0	a,	9C	E8	A9	-1
33710	u,Сундук с Сокровищами Удачи\0	a,	9C	E8	A9	-1
33711	u,Сундук с Сокровищами Надежды\0	a,	9C	E8	A9	-1
33712	u,Сундук с Сокровищами Надежды\0	a,	9C	E8	A9	-1
33713	u,Сундук с Сокровищами Надежды\0	a,	9C	E8	A9	-1
33714	u,Сундук с Сокровищами Надежды\0	a,	9C	E8	A9	-1
33715	u,Управляющий Талисмана Семени\0	a,	9C	E8	A9	-1
33716	u,Представитель Картии\0	a,	9C	E8	A9	-1
33717	u,Надгробие Покойного Гильотина\0	a,	9C	E8	A9	-1
33718	u,Надгробие Главного Смотрителя Хоупана\0	a,	9C	E8	A9	-1
33719	u,Надгробие Обезумевшего Крука\0	a,	9C	E8	A9	-1
33720	u,Белоснежник\0	a,	9C	E8	A9	-1
33721	u,Лилейник\0	a,	9C	E8	A9	-1
33722	u,Пион\0	a,	9C	E8	A9	-1
33723	u,Петуния\0	a,	9C	E8	A9	-1
33724	u,Фиалка\0	a,	9C	E8	A9	-1
33725	u,Ирис\0	a,	9C	E8	A9	-1
33726	u,Куон\0	a,	9C	E8	A9	-1
33727	u,Кунда\0	u,Труп\0	9C	E8	A9	-1
33728	u,Кунда\0	u,Труп\0	9C	E8	A9	-1
33729	u,Кунда\0	u,Труп\0	9C	E8	A9	-1
33730	u,Новогодняя Елка\0	a,	9C	E8	A9	-1
33731	u,Древо Желаний\0	a,	9C	E8	A9	-1
33732	u,Голубой Снеговик\0	a,	9C	E8	A9	-1
33733	u,Голубой Снеговик\0	a,	9C	E8	A9	-1
33734	u,Снегурочка\0	u,С Новым Годом!\0	9C	E8	A9	-1
33735	u,Огненный Цветок\0	a,	9C	E8	A9	-1
33736	u,Торговец Маммона\0	a,	9C	E8	A9	-1
33737	u,Торговец Маммона\0	a,	9C	E8	A9	-1
33738	u,Торговец Маммона\0	a,	9C	E8	A9	-1
33739	u,Торговец Маммона\0	a,	9C	E8	A9	-1
33740	u,Торговец Маммона\0	a,	9C	E8	A9	-1
33741	u,Торговец Маммона\0	a,	9C	E8	A9	-1
33742	u,Торговец Маммона\0	a,	9C	E8	A9	-1
33743	u,Торговец Маммона\0	a,	9C	E8	A9	-1
33744	u,Устройство Перемещения в Северную Крепость\0	a,	9C	E8	A9	-1
33745	u,Устройство Перемещения в Южную Крепость\0	a,	9C	E8	A9	-1
33746	u,Снегурочка\0	u,С новым годом!\0	9C	E8	A9	-1
33747	u,Слуга Гермункуса\0	u,Хранитель Пространства\0	9C	E8	A9	-1
33748	u,Дарин\0	a,	9C	E8	A9	-1
33749	u,Рокси\0	a,	9C	E8	A9	-1
33750	u,Прана\0	u,Верховный Жрец\0	9C	E8	A9	-1
33751	u,Загадочный Темный Рыцарь\0	a,	9C	E8	A9	-1
33752	u,Ударная Машина (Физ.)\0	a,	9C	E8	A9	-1
33753	u,Ударная Машина (Маг.)\0	a,	9C	E8	A9	-1
33754	u,Бартони\0	u,Хранитель Портала в Отставке\0	9C	E8	A9	-1
33755	u,Эппла\0	u,Подозрительная Девушка\0	9C	E8	A9	-1
33756	u,Рас\0	u,Обменщик Знаков Королевства\0	9C	E8	A9	-1
33757	u,Ханет\0	u,Обменщик Знаков Королевства\0	9C	E8	A9	-1
33758	u,Сухини\0	u,Обменщик Знаков Королевства\0	9C	E8	A9	-1
33759	u,Бамат\0	u,Обменщик Знаков Королевства\0	9C	E8	A9	-1
33760	u,Ниуко\0	u,Обменщик Знаков Королевства\0	9C	E8	A9	-1
33761	u,Серадо\0	u,Обменщик Знаков Королевства\0	9C	E8	A9	-1
33762	u,Пакуна\0	u,Обменщик Знаков Королевства\0	9C	E8	A9	-1
33763	u,Мани\0	u,Обменщик Знаков Королевства\0	9C	E8	A9	-1
33764	u,Кимухи\0	u,Обменщик Знаков Королевства\0	9C	E8	A9	-1
33765	u,Туо\0	u,Помощник в Кампании\0	9C	E8	A9	-1
33766	u,Жаккард\0	u,Посланник Крепости Неупокоенных\0	9C	E8	A9	-1
33767	u,Жаккард\0	u,Выбирающий\0	9C	E8	A9	-1
33768	u,Бракел\0	u,Посланник Укрепления Партизан\0	9C	E8	A9	-1
33769	u,Бракел\0	u,Выбирающий\0	9C	E8	A9	-1
33770	u,Локен\0	u,Посланник Разоренного Замка\0	9C	E8	A9	-1
33771	u,Локен\0	u,Выбирающий\0	9C	E8	A9	-1
33772	u,Барбанас\0	u,Испытывающий Судьбу\0	9C	E8	A9	-1
33773	u,Коллин\0	a,	9C	E8	A9	-1
33774	u,Уолтер\0	a,	9C	E8	A9	-1
33775	u,Кирена\0	a,	9C	E8	A9	-1
33776	u,Грендель\0	a,	9C	E8	A9	-1
33777	u,Лако\0	a,	9C	E8	A9	-1
33778	a,	a,	9C	E8	A9	-1
33779	u,Слуга Гермункуса\0	u,Хранитель Пространства\0	9C	E8	A9	-1
33780	u,Хесет\0	u,Гильдия Черной Наковальни\0	9C	E8	A9	-1
33781	u,Центральное Устройство Ванны\0	a,	9C	E8	A9	-1
33782	u,Джолли\0	u,Управляющий Ивентами\0	9C	E8	A9	-1
33783	u,Лания\0	u,Дух Евы\0	9C	E8	A9	-1
33784	u,Водный Источник Хейна\0	a,	9C	E8	A9	-1
33785	u,Алтарь Шилен\0	a,	9C	E8	A9	-1
33786	u,Древо Жизни\0	a,	9C	E8	A9	-1
33787	u,Храм Паагрио\0	a,	9C	E8	A9	-1
33788	u,Покинутый Дом Деревни Гномов\0	a,	9C	E8	A9	-1
33789	u,Пещера Душ\0	a,	9C	E8	A9	-1
33790	u,Устройство Передвижения Норнил\0	a,	9C	E8	A9	-1
33791	u,Исполнитель Клановых Заказов\0	a,	9C	E8	A9	-1
33792	u,Управляющий Клановыми Заказами\0	a,	9C	E8	A9	-1
33793	u,Исполнитель Клановых Миссий\0	a,	9C	E8	A9	-1
33794	u,Исполнитель Клановых Заказов\0	a,	9C	E8	A9	-1
33795	u,Невольник Чар\0	a,	9C	E8	A9	-1
33796	u,Берна\0	a,	9C	E8	A9	-1
33797	u,Смотритель Печати\0	a,	9C	E8	A9	-1
33798	u,Похититель Жизни\0	a,	9C	E8	A9	-1
33799	u,Похититель Жизни\0	a,	9C	E8	A9	-1
33800	u,Похититель Жизни\0	a,	9C	E8	A9	-1
33801	u,Тюретта\0	u,Помощник Изменения Внешности\0	9C	E8	A9	-1
33802	u,Дух Забытых Рейдов\0	a,	9C	E8	A9	-1
33803	u,Радзен\0	u,Жрица Света\0	9C	E8	A9	-1
33804	u,Шарлотта\0	u,Ученица Тобальда\0	9C	E8	A9	-1
33805	u,Тифани\0	u,Сияющая Ярче Самоцветов\0	9C	E8	A9	-1
33806	u,Пространственные Врата\0	a,	9C	E8	A9	-1
33807	u,Бергамо\0	u,Фантом-Привратник Ада\0	9C	E8	A9	-1
33808	u,Сундук с Сокровищами Судьбы\0	a,	9C	E8	A9	-1
33809	u,Сундук с Сокровищами Удачи\0	a,	9C	E8	A9	-1
33810	u,Сундук с Сокровищами Надежды\0	a,	9C	E8	A9	-1
33811	a,	a,	9C	E8	A9	-1
33812	u,Гигл\0	a,	9C	E8	A9	-1
33813	a,	a,	9C	E8	A9	-1
33814	u,Наемный Рабочий\0	u,Представитель Серой Колонны\0	9C	E8	A9	-1
33815	u,Гном Снабженец\0	u,Представитель Серой Колонны\0	9C	E8	A9	-1
33816	u,Гном Наблюдатель\0	u,Представитель Серой Колонны\0	9C	E8	A9	-1
33817	u,Устройство Стабилизации Поверхности\0	u,Дестабилицазия\0	9C	E8	A9	-1
33818	u,Устройство Стабилизации Поверхности\0	u,Стабилизация\0	9C	E8	A9	-1
33819	u,Гном Воитель\0	a,	9C	E8	A9	-1
33820	u,Хичен\0	u,Переодетый Рыцарь\0	9C	E8	A9	-1
33821	u,Каргос\0	u,Главный Рыцарь\0	9C	E8	A9	-1
33822	u,Дух Мщения Забытых Рейдов\0	a,	9C	E8	A9	-1
33823	u,Дух Возмездия Забытых Рейдов\0	u,Глава\0	9C	E8	A9	-1
33824	u,Теомог\0	u,Ученый-гений\0	9C	E8	A9	-1
33825	u,Лавианроз\0	u,Владелец Салона Красоты\0	9C	E8	A9	-1
33826	u,Маленький Драко\0	a,	9C	E8	A9	-1
33827	u,Маленький Драко\0	a,	9C	E8	A9	-1
33828	u,Линдрако\0	a,	9C	E8	A9	-1
33829	u,Кокорин\0	u,Исполнитель Ивентов\0	9C	E8	A9	-1
33830	u,Хэмин\0	a,	9C	E8	A9	-1
33831	u,Кактеон\0	a,	9C	E8	A9	-1
33832	u,Ханц\0	a,	9C	E8	A9	-1
33833	u,Хонт\0	a,	9C	E8	A9	-1
33834	u,Лезон\0	u,Помощник Кайнака\0	9C	E8	A9	-1
33835	u,Эдвард\0	u,Рабочий Склада\0	9C	E8	A9	-1
33836	u,Камил\0	u,Хранитель Портала\0	9C	E8	A9	-1
33837	u,Труп Беженца\0	u,Разложившийся\0	9C	E8	A9	-1
33838	u,Квинсрот\0	u,Член Группы Исследователей\0	9C	E8	A9	-1
33839	u,Туска\0	u,Адъютант Огненного Патруля\0	9C	E8	A9	-1
33840	u,Бурино\0	u,Воин Огненного Патруля\0	9C	E8	A9	-1
33841	u,Руа\0	u,Член Исследовательского Отряда\0	9C	E8	A9	-1
33842	u,Параян\0	u,Волонтер Замка Руна\0	9C	E8	A9	-1
33843	u,Фолк\0	u,Волонтер Замка Руна\0	9C	E8	A9	-1
33844	u,Дозорный Моря Спор\0	a,	9C	E8	A9	-1
33845	u,Энди\0	u,Дозорный\0	9C	E8	A9	-1
33846	u,Бэйкон\0	u,Ученик Петра\0	9C	E8	A9	-1
33847	u,Токара\0	u,Гонитель\0	9C	E8	A9	-1
33848	u,Подозрительный Бродяга\0	u,Смертельно Раненый\0	9C	E8	A9	-1
33849	u,Хатува\0	u,Гонитель\0	9C	E8	A9	-1
33850	u,Подозрительный Бродяга\0	u,Умирающий\0	9C	E8	A9	-1
33851	u,Янит\0	u,Слуга Гиганта\0	9C	E8	A9	-1
33852	u,Луконес\0	u,Слуга Гиганта\0	9C	E8	A9	-1
33853	u,Хансен\0	u,Слуга Гиганта\0	9C	E8	A9	-1
33854	u,Помощник в Салоне Красоты\0	a,	9C	E8	A9	-1
33855	u,Помощник в Салоне Красоты\0	a,	9C	E8	A9	-1
33856	u,Помощник в Салоне Красоты\0	a,	9C	E8	A9	-1
33857	u,Помощник в Салоне Красоты\0	a,	9C	E8	A9	-1
33858	u,Элли\0	u,Эскорт Барона\0	9C	E8	A9	-1
33859	u,Ясон Хейн\0	a,	9C	E8	A9	-1
33860	u,Эллон\0	a,	9C	E8	A9	-1
33861	u,Джель\0	u,Наемный Рабочий\0	9C	E8	A9	-1
33862	u,Гелиос\0	u,Охранник\0	9C	E8	A9	-1
33863	u,Лео\0	u,Беженец\0	9C	E8	A9	-1
33864	u,Петр\0	a,	9C	E8	A9	-1
33865	u,Эвеллина\0	u,Слуга Гиганта\0	9C	E8	A9	-1
33866	u,Ноаин\0	u,Географ\0	9C	E8	A9	-1
33867	u,Сьюбан\0	a,	9C	E8	A9	-1
33868	u,Иокель\0	u,Слуга Гиганта\0	9C	E8	A9	-1
33869	u,Портал\0	a,	9C	E8	A9	-1
33870	u,Хардин\0	u,Агент Хаоса\0	31	14	EF	-1
33871	u,Жрец Судьбы\0	u,Агент Хаоса\0	9C	E8	A9	-1
33872	u,Дженаин\0	u,Маг Адена\0	9C	E8	A9	-1
33873	u,Кот-Ангел\0	u,Коллекционер букв\0	9C	E8	A9	-1
33874	u,Кот-Танцор\0	a,	9C	E8	A9	-1
33875	u,Тирен\0	a,	9C	E8	A9	-1
33876	u,Ткач\0	a,	9C	E8	A9	-1
33877	u,Кот-Танцор\0	a,	9C	E8	A9	-1
33878	u,Кот-Танцор\0	a,	9C	E8	A9	-1
33879	u,Кот-Танцор\0	a,	9C	E8	A9	-1
33880	u,Монах Хаоса\0	a,	9C	E8	A9	-1
33881	u,Като Сиканус\0	u,Дозорный\0	9C	E8	A9	-1
33882	u,Тифия\0	u,Посланник Бога\0	9C	E8	A9	-1
33883	u,Древо Желаний\0	u,С Новым Годом!\0	9C	E8	A9	-1
33884	u,Украшенное Дерево\0	a,	9C	E8	A9	-1
33885	u,Снегурочка\0	u,С Новым Годом!\0	9C	E8	A9	-1
33886	u,Леонел Хантер\0	a,	9C	E8	A9	-1
33887	u,Страж Дженаин\0	a,	9C	E8	A9	-1
33888	u,Дед Мороз\0	u,Управляющий Ивентом\0	9C	E8	A9	-1
33889	u,Голубой Снеговик\0	a,	9C	E8	A9	-1
33890	u,Красный Снеговик\0	a,	9C	E8	A9	-1
4330	u,Сейра\0	u,Экзорцист\0	9C	E8	A9	-1
4331	u,Жрец Эйнхасад\0	u,Экзорцист\0	9C	E8	A9	-1
4332	u,Алефтина\0	u,Шаман Зомби\0	9C	E8	A9	-1
4333	a,	a,	9C	E8	A9	-1
4334	a,	a,	9C	E8	A9	-1
4335	a,	a,	9C	E8	A9	-1
4336	a,	a,	9C	E8	A9	-1
4337	a,	a,	9C	E8	A9	-1
4338	a,	a,	9C	E8	A9	-1
4339	a,	a,	9C	E8	A9	-1
4340	a,	a,	9C	E8	A9	-1
4341	a,	a,	9C	E8	A9	-1
4342	a,	a,	9C	E8	A9	-1
4343	a,	a,	9C	E8	A9	-1
4344	a,	a,	9C	E8	A9	-1
4345	a,	a,	9C	E8	A9	-1
4346	a,	a,	9C	E8	A9	-1
4347	a,	a,	9C	E8	A9	-1
4348	a,	a,	9C	E8	A9	-1
4349	a,	a,	9C	E8	A9	-1
4350	a,	a,	9C	E8	A9	-1
4351	a,	a,	9C	E8	A9	-1
4352	a,	a,	9C	E8	A9	-1
4353	a,	a,	9C	E8	A9	-1
4354	a,	a,	9C	E8	A9	-1
4355	u,Взволнованный Малыш\0	a,	9C	E8	A9	-1
4356	u,Радостный Малыш\0	a,	9C	E8	A9	-1
4357	u,Демон Гонца Тьмы\0	u,Приятный\0	9C	E8	A9	-1
4358	u,Демон Гонца Тьмы\0	u,Недовольный\0	9C	E8	A9	-1
4359	u,Демон Гонца Тьмы\0	u,Усталый\0	9C	E8	A9	-1
4360	u,Бард\0	u,Веселый\0	9C	E8	A9	-1
4361	u,Маленький Бард\0	u,Управляющий Фестивалем Острова Грез\0	9C	E8	A9	-1
4362	u,Глашатай Фестиваля\0	u,Управляющий Острова Грез\0	9C	E8	A9	-1
4363	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4364	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4366	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4367	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4368	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4369	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4370	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4371	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4372	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4373	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4374	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4375	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4376	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
4377	u,Зритель Фестваля\0	a,	9C	E8	A9	-1
35010	u,Наемник\0	a,	9C	E8	A9	-1
35011	u,Наемник\0	a,	9C	E8	A9	-1
35012	u,Наемник\0	a,	9C	E8	A9	-1
35013	u,Наемник\0	a,	9C	E8	A9	-1
35014	u,Наемник\0	a,	9C	E8	A9	-1
35015	u,Наемник\0	a,	9C	E8	A9	-1
35016	u,Наемник\0	a,	9C	E8	A9	-1
35017	u,Наемник\0	a,	9C	E8	A9	-1
35018	u,Наемник\0	a,	9C	E8	A9	-1
35019	u,Наемник\0	a,	9C	E8	A9	-1
35020	u,Наемник Рассвета\0	a,	9C	E8	A9	-1
35021	u,Наемник Рассвета\0	a,	9C	E8	A9	-1
35022	u,Наемник Рассвета\0	a,	9C	E8	A9	-1
35023	u,Наемник Рассвета\0	a,	9C	E8	A9	-1
35024	u,Наемник Рассвета\0	a,	9C	E8	A9	-1
35025	u,Наемник Рассвета\0	a,	9C	E8	A9	-1
35026	u,Наемник Рассвета\0	a,	9C	E8	A9	-1
35027	u,Наемник Рассвета\0	a,	9C	E8	A9	-1
35028	u,Наемник Рассвета\0	a,	9C	E8	A9	-1
35029	u,Наемник Рассвета\0	a,	9C	E8	A9	-1
35030	u,Член Гильдии Элитных Наемников\0	a,	9C	E8	A9	-1
35031	u,Член Гильдии Элитных Наемников\0	a,	9C	E8	A9	-1
35032	u,Член Гильдии Элитных Наемников\0	a,	9C	E8	A9	-1
35033	u,Член Гильдии Элитных Наемников\0	a,	9C	E8	A9	-1
35034	u,Член Гильдии Элитных Наемников\0	a,	9C	E8	A9	-1
35035	u,Член Гильдии Элитных Наемников\0	a,	9C	E8	A9	-1
35036	u,Член Гильдии Элитных Наемников\0	a,	9C	E8	A9	-1
35037	u,Член Гильдии Элитных Наемников\0	a,	9C	E8	A9	-1
35038	u,Член Гильдии Элитных Наемников\0	a,	9C	E8	A9	-1
35039	u,Член Гильдии Элитных Наемников\0	a,	9C	E8	A9	-1
35040	u,Элитный Новобранец\0	a,	9C	E8	A9	-1
35041	u,Элитный Новобранец\0	a,	9C	E8	A9	-1
35042	u,Элитный Новобранец\0	a,	9C	E8	A9	-1
35043	u,Элитный Новобранец\0	a,	9C	E8	A9	-1
35044	u,Элитный Новобранец\0	a,	9C	E8	A9	-1
35045	u,Элитный Новобранец\0	a,	9C	E8	A9	-1
35046	u,Элитный Новобранец\0	a,	9C	E8	A9	-1
35047	u,Элитный Новобранец\0	a,	9C	E8	A9	-1
35048	u,Элитный Новобранец\0	a,	9C	E8	A9	-1
35049	u,Элитный Новобранец\0	a,	9C	E8	A9	-1
35050	u,Новобранец\0	a,	9C	E8	A9	-1
35051	u,Новобранец\0	a,	9C	E8	A9	-1
35052	u,Новобранец\0	a,	9C	E8	A9	-1
35053	u,Новобранец\0	a,	9C	E8	A9	-1
35054	u,Новобранец\0	a,	9C	E8	A9	-1
35055	u,Новобранец\0	a,	9C	E8	A9	-1
35056	u,Новобранец\0	a,	9C	E8	A9	-1
35057	u,Новобранец\0	a,	9C	E8	A9	-1
35058	u,Новобранец\0	a,	9C	E8	A9	-1
35059	u,Новобранец\0	a,	9C	E8	A9	-1
35060	u,Наемник Нефилим\0	a,	9C	E8	A9	-1
35061	u,Наемник Нефилим\0	a,	9C	E8	A9	-1
35062	u,Лагерь\0	a,	9C	E8	A9	-1
35063	u,Священный Артефакт Глудио\0	a,	9C	E8	A9	-1
35064	u,Барон Ливен Валднер\0	a,	9C	E8	A9	-1
35065	u,Кроненберг\0	u,Сэр\0	9C	E8	A9	-1
35066	u,Рыцарь Гвардии\0	u,Глудио\0	9C	E8	A9	-1
35067	u,Маг Гвардии\0	u,Глудио\0	9C	E8	A9	-1
35068	u,Маг Гвардии\0	u,Глудио\0	9C	E8	A9	-1
35069	u,Гвардеец\0	u,Глудио\0	9C	E8	A9	-1
35070	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35071	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35072	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35073	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35074	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35075	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35076	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35077	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35078	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35079	u,Рыцарь Гвардии\0	u,Глудио\0	9C	E8	A9	-1
35080	u,Маг Гвардии\0	u,Глудио\0	9C	E8	A9	-1
35081	u,Маг Гвардии\0	u,Глудио\0	9C	E8	A9	-1
35082	u,Гвардеец\0	u,Глудио\0	9C	E8	A9	-1
35083	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35084	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35085	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35086	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35087	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35088	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35089	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35090	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35091	u,Охранник\0	u,Глудио\0	9C	E8	A9	-1
35092	u,Хранитель Портала\0	u,Глудио\0	9C	E8	A9	-1
35093	u,Хранитель Портала\0	u,Глудио\0	9C	E8	A9	-1
35094	u,Хранитель Портала\0	u,Глудио\0	9C	E8	A9	-1
35095	u,Хранитель Массового Портала\0	u,Глудио\0	9C	E8	A9	-1
35096	u,Привратник Внешних Владений\0	u,Глудио\0	9C	E8	A9	-1
35097	u,Привратник Внутренних Владений\0	u,Глудио\0	9C	E8	A9	-1
35098	u,Кузнец\0	u,Глудио\0	9C	E8	A9	-1
35099	u,Рабочий Склада\0	u,Глудио\0	9C	E8	A9	-1
35100	u,Камергер Света\0	a,	9C	E8	A9	-1
35101	u,Град\0	u,Управляющий Вивернами\0	9C	E8	A9	-1
35102	u,Гринспен\0	u,Управляющий Наемниками\0	9C	E8	A9	-1
35103	u,Управляющий Владениями\0	u,Глудио\0	9C	E8	A9	-1
35104	u,Тайрон\0	u,Посланник Глудио\0	9C	E8	A9	-1
35105	u,Священный Артефакт Диона\0	a,	9C	E8	A9	-1
35106	u,Герцог Байрон Эштон\0	a,	9C	E8	A9	-1
35107	u,Ивано\0	u,Сэр\0	9C	E8	A9	-1
35108	u,Рыцарь Гвардии\0	u,Дион\0	9C	E8	A9	-1
35109	u,Маг Гвардии\0	u,Дион\0	9C	E8	A9	-1
35110	u,Маг Гвардии\0	u,Дион\0	9C	E8	A9	-1
35111	u,Гвардеец\0	u,Дион\0	9C	E8	A9	-1
35112	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35113	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35114	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35115	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35116	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35117	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35118	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35119	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35120	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35121	u,Рыцарь Гвардии\0	u,Дион\0	9C	E8	A9	-1
35122	u,Маг Гвардии\0	u,Дион\0	9C	E8	A9	-1
35123	u,Маг Гвардии\0	u,Дион\0	9C	E8	A9	-1
35124	u,Гвардеец\0	u,Дион\0	9C	E8	A9	-1
35125	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35126	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35127	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35128	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35129	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35130	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35131	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35132	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35133	u,Охранник\0	u,Дион\0	9C	E8	A9	-1
35134	u,Хранитель Портала\0	u,Дион\0	9C	E8	A9	-1
35135	u,Хранитель Портала\0	u,Дион\0	9C	E8	A9	-1
35136	u,Хранитель Портала\0	u,Дион\0	9C	E8	A9	-1
35137	u,Хранитель Массового Портала\0	u,Дион\0	9C	E8	A9	-1
35138	u,Привратник Внешних Владений\0	u,Дион\0	9C	E8	A9	-1
35139	u,Привратник Внутренних Владений\0	u,Дион\0	9C	E8	A9	-1
35140	u,Кузнец\0	u,Дион\0	9C	E8	A9	-1
35141	u,Рабочий Склада\0	u,Дион\0	9C	E8	A9	-1
35142	u,Камергер Света\0	a,	9C	E8	A9	-1
35143	u,Ходлер\0	u,Управляющий Вивернами\0	9C	E8	A9	-1
35144	u,Салфорд Управляющий Наемниками\0	u,Управляющий Наемниками\0	9C	E8	A9	-1
35145	u,Управляющий Владениями\0	u,Дион\0	9C	E8	A9	-1
35146	u,Гибсон\0	u,Посланник Диона\0	9C	E8	A9	-1
35147	u,Священный Артефакт Гирана\0	a,	9C	E8	A9	-1
35148	u,Барон Кармон Эстус\0	a,	9C	E8	A9	-1
35149	u,Улрик\0	u,Сэр\0	9C	E8	A9	-1
35150	u,Рыцарь Гвардии\0	u,Гиран\0	9C	E8	A9	-1
35151	u,Маг Гвардии\0	u,Гиран\0	9C	E8	A9	-1
35152	u,Маг Гвардии\0	u,Гиран\0	9C	E8	A9	-1
35153	u,Гвардеец\0	u,Гиран\0	9C	E8	A9	-1
35154	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35155	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35156	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35157	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35158	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35159	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35160	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35161	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35162	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35163	u,Рыцарь Гвардии\0	u,Гиран\0	9C	E8	A9	-1
35164	u,Маг Гвардии\0	u,Гиран\0	9C	E8	A9	-1
35165	u,Маг Гвардии\0	u,Гиран\0	9C	E8	A9	-1
35166	u,Гвардеец\0	u,Гиран\0	9C	E8	A9	-1
35167	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35168	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35169	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35170	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35171	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35172	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35173	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35174	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35175	u,Охранник\0	u,Гиран\0	9C	E8	A9	-1
35176	u,Хранитель Портала\0	u,Гиран\0	9C	E8	A9	-1
35177	u,Хранитель Портала\0	u,Гиран\0	9C	E8	A9	-1
35178	u,Хранитель Портала\0	u,Гиран\0	9C	E8	A9	-1
35179	u,Хранитель Массового Портала\0	u,Гиран\0	9C	E8	A9	-1
35180	u,Привратник Внешних Владений\0	u,Гиран\0	9C	E8	A9	-1
35181	u,Привратник Внутренних Владений\0	u,Гиран\0	9C	E8	A9	-1
35182	u,Кузнец\0	u,Гиран\0	9C	E8	A9	-1
35183	u,Рабочий Склада\0	u,Гиран\0	9C	E8	A9	-1
35184	u,Камергер Света\0	a,	9C	E8	A9	-1
35185	u,Брюс\0	u,Управляющий Вивернами\0	9C	E8	A9	-1
